text,label
"Bạn thân tặng quà sinh nhật bất ngờ, mình xúc động lắm. khi nói chuyện với bạn bè!",Positive
"Tham gia câu lạc bộ mới, mình quen được nhiều bạn tốt. trong kỳ thi.",Positive
cực kỳ Mình chuẩn bị sách vở cho buổi học tiếp theo.,Neutral
"Giáo viên giao bài tập mới, mình sẽ làm vào cuối tuần. - mình tự nhủ.",Neutral
Mình đến lớp đúng giờ và nghe giảng đầy đủ.,Neutral
khá Cảm giác chiến thắng khi vượt qua thử thách lớn.,Positive
"Giờ ra chơi, mình ngồi đọc sách. vào buổi chiều (thật bất ngờ).",Neutral
Mình kiểm tra lại lịch học tuần này. - mình tự nhủ.,Neutral
Mình vừa nhận được thông báo từ giáo viên. (thật bất ngờ).,Neutral
"Bài thuyết trình hôm nay thành công rực rỡ, mình rất tự hào. ở trường.",Positive
đặc biệt Bạn thân hiểu lầm khiến mình buồn bã. - mình tự nhủ.,Negative
"Mình nộp bài trễ nên bị trừ điểm, rất buồn. ở trường",Negative
"Lớp học diễn ra bình thường, mọi người đều chăm chú nghe giảng. trong giờ ra chơi.",Neutral
"Mình hoàn thành dự án trước thời hạn, cảm giác nhẹ nhõm và vui sướng. khi thảo luận nhóm :)",Positive
Bạn bè luôn động viên khiến mình tự tin hơn mỗi ngày. khi thảo luận nhóm (thật bất ngờ).,Positive
Bố mẹ không hài lòng về kết quả học tập của mình.,Negative
hơi Mình đạt giải nhất cuộc thi hùng biện của trường. :),Positive
rất Bạn bè luôn động viên khiến mình tự tin hơn mỗi ngày. và mình nghĩ sẽ tốt hơn lần sau.,Positive
"quá Mình không làm được bài kiểm tra, cảm giác bất lực.",Negative
Mình nhận được lời khen từ thầy giáo chủ nhiệm.,Positive
"hơi Mình bị điểm danh nhầm, không biết giải thích sao. trong giờ ra chơi - mình tự nhủ.",Negative
Cảm giác chiến thắng khi vượt qua thử thách lớn. trong lớp học,Positive
thật sự Mình vừa làm xong bài tập nhỏ. trong giờ ra chơi,Neutral
"Mình bị chê bai trước lớp, rất xấu hổ..",Negative
đặc biệt Mình tham gia tiết học thể dục như mọi khi.,Neutral
cực kỳ Mình đạt giải nhất cuộc thi hùng biện của trường. khi thảo luận nhóm,Positive
Hôm nay mình đọc tài liệu môn học. trong giờ ra chơi (thật bất ngờ).,Neutral
Mình vừa hoàn thành bài tập về nhà..,Neutral
Mỗi ngày đến lớp đều là một trải nghiệm tuyệt vời.,Positive
"Mình bị chê bai trước lớp, rất xấu hổ. vào buổi chiều",Negative
"Mình giúp bạn giải bài tập khó, cả hai đều vui. và mình nghĩ sẽ tốt hơn lần sau.",Positive
rất Mình nhận được lời khen từ thầy giáo chủ nhiệm. vào buổi chiều!,Positive
Hôm nay mình đọc tài liệu môn học. trong lớp học (thật bất ngờ).,Neutral
"cực kỳ Thời tiết hôm nay mát mẻ, mình đi học đúng giờ. trong kỳ thi!",Neutral
"thật sự Mình vừa bị điểm kém môn Toán, rất buồn. trong kỳ thi và mình nghĩ sẽ tốt hơn lần sau.",Negative
"rất Mình được chọn làm lớp trưởng, cảm giác rất vinh dự. trong kỳ thi",Positive
"Tham gia câu lạc bộ mới, mình quen được nhiều bạn tốt.",Positive
"hơi Lịch học hôm nay khá dày, mình cần sắp xếp thời gian. trong lớp học.",Neutral
"cực kỳ Bài thuyết trình hôm nay thành công rực rỡ, mình rất tự hào. vào buổi sáng.",Positive
cực kỳ Mỗi ngày đến lớp đều là một trải nghiệm tuyệt vời. khi thảo luận nhóm,Positive
Mình vừa làm xong bài tập nhỏ.,Neutral
thật sự Bạn cùng lớp không hợp tác khi làm nhóm. ở trường!,Negative
hơi Bạn thân hiểu lầm khiến mình buồn bã. trong giờ ra chơi và mình nghĩ sẽ tốt hơn lần sau.,Negative
"vô cùng Bài thuyết trình hôm nay gặp sự cố, mình lo lắng mãi. vào buổi chiều - mình tự nhủ.",Negative
"Ngày mai mình có bài kiểm tra, cần ôn lại một chút. khi nói chuyện với bạn bè.",Neutral
vô cùng Mỗi ngày đến lớp đều là một trải nghiệm tuyệt vời. trong lớp học :),Positive
Bạn cùng lớp không hợp tác khi làm nhóm.!,Negative
cực kỳ Mình vừa nhận được thông báo từ giáo viên. trong lớp học.,Neutral
hơi Mình đạt giải nhất cuộc thi hùng biện của trường. (thật bất ngờ).,Positive
"Nhóm mình bất đồng ý kiến, kết quả không như mong đợi. trong giờ ra chơi (thật bất ngờ).",Negative
Thầy cô phê bình làm mình buồn cả ngày. khi thảo luận nhóm,Negative
"thật sự Cả lớp bị phạt vì một lỗi nhỏ, mình thấy bất công. khi làm bài tập (thật bất ngờ).",Negative
thật sự Mình vừa học xong một bài mới và hiểu rất rõ. vào buổi sáng - mình tự nhủ.,Positive
Mình ăn trưa ở căn tin cùng bạn bè. khi làm bài tập (thật bất ngờ).,Neutral
"Mình bị chê bai trước lớp, rất xấu hổ.",Negative
"quá Ngày mai mình có bài kiểm tra, cần ôn lại một chút. vào buổi sáng.",Neutral
Mỗi ngày đến lớp đều là một trải nghiệm tuyệt vời.,Positive
Mỗi ngày đến lớp đều cảm thấy áp lực.,Negative
khá Mình tham gia tiết học thể dục như mọi khi. trong kỳ thi (thật bất ngờ).,Neutral
rất Mình nhận được lời khen từ thầy giáo chủ nhiệm. :),Positive
"Nhóm mình bất đồng ý kiến, kết quả không như mong đợi.",Negative
"khá Lớp học diễn ra bình thường, mọi người đều chăm chú nghe giảng. vào buổi sáng.",Neutral
Mình làm bài tập nhóm cùng các bạn.,Neutral
khá Mình tham gia tiết học thể dục như mọi khi. trong kỳ thi!,Neutral
đặc biệt Mình vừa làm xong bài tập nhỏ. trong lớp học :),Neutral
"cực kỳ Bài thuyết trình hôm nay gặp sự cố, mình lo lắng mãi. vào buổi chiều (thật bất ngờ).",Negative
"thật sự Mình vừa bị điểm kém môn Toán, rất buồn.",Negative
Mỗi ngày đến lớp đều cảm thấy áp lực.!,Negative
đặc biệt Mình cảm thấy thất vọng vì bị điểm kém trong bài kiểm tra. khi nói chuyện với bạn bè.,Negative
"Ngày mai mình có bài kiểm tra, cần ôn lại một chút. - mình tự nhủ.",Neutral
"Giáo viên giao bài tập mới, mình sẽ làm vào cuối tuần. khi thảo luận nhóm và mình nghĩ sẽ tốt hơn lần sau.",Neutral
Thầy cô khen ngợi làm mình có động lực học tập hơn. và mình nghĩ sẽ tốt hơn lần sau.,Positive
hơi Mình cảm thấy thất vọng vì bị điểm kém trong bài kiểm tra..,Negative
rất Bạn thân hiểu lầm khiến mình buồn bã. và mình nghĩ sẽ tốt hơn lần sau.,Negative
"Mình vừa bị điểm kém môn Toán, rất buồn. khi làm bài tập",Negative
"hơi Mình nộp bài trễ nên bị trừ điểm, rất buồn. khi thảo luận nhóm",Negative
